"V1" "V2" "V3" "V4" "V5" "covar"
"872" 1 0 0 0 0 0
"873" 0 1 1 0 0 1
"874" 0 0 0 0 0 0
"875" 1 1 0 1 0 1
"876" 0 0 0 0 0 0
"877" 1 0 0 0 1 1
"878" 0 0 0 0 1 0
"879" 0 0 0 0 0 0
"880" 0 0 0 0 1 0
"881" 1 0 1 1 1 1
"882" 1 1 0 0 0 1
"883" 1 0 0 1 1 1
"884" 0 0 0 1 0 0
"885" 1 0 0 1 1 1
"886" 0 0 0 1 0 0
"887" 1 1 0 1 0 1
"888" 0 0 0 0 1 0
"889" 0 1 1 0 1 1
"890" 0 0 0 1 1 1
"891" 1 0 0 0 1 1
"892" 0 0 0 0 0 0
"893" 0 0 1 1 1 1
"894" 1 0 0 1 1 1
"895" 0 1 0 1 0 1
"896" 1 0 0 0 0 0
"897" 0 0 0 0 0 0
"898" 1 0 0 0 1 1
"899" 1 0 0 0 0 0
"900" 0 1 0 1 0 1
"901" 1 0 0 1 0 1
"902" 1 0 0 1 1 1
"903" 1 0 0 1 0 1
"904" 1 0 0 1 1 1
"905" 0 0 0 0 1 0
"906" 0 0 0 0 0 0
"907" 0 1 0 1 0 1
"908" 0 0 0 0 0 0
"909" 0 1 0 0 0 0
"910" 0 0 0 0 1 0
"911" 0 0 0 1 1 1
"912" 1 1 0 1 0 1
"913" 1 1 0 1 1 1
"914" 1 0 0 0 0 0
"915" 1 0 0 0 1 1
"916" 0 0 0 1 0 0
"917" 1 0 0 0 1 1
"918" 1 0 0 1 0 1
"919" 0 0 0 0 1 0
"920" 0 1 0 1 1 1
"921" 1 0 0 0 1 1
"922" 0 0 0 0 1 0
"923" 0 0 0 1 0 0
"924" 0 0 0 0 0 0
"925" 0 0 0 1 1 1
"926" 0 0 0 0 1 0
"927" 0 0 0 0 1 0
"928" 0 0 0 0 0 0
"929" 1 1 0 0 1 1
"930" 0 0 0 0 0 0
"931" 1 0 0 0 0 0
"932" 0 1 0 0 0 0
"933" 0 1 0 0 0 0
"934" 0 0 0 0 1 0
"935" 1 0 0 1 1 1
"936" 0 0 1 0 1 1
"937" 1 0 0 0 0 0
"938" 0 0 0 0 1 0
"939" 0 0 0 0 0 0
"940" 0 0 0 1 0 0
"941" 1 0 1 0 0 1
"942" 0 0 0 0 1 0
"943" 0 0 0 0 1 0
"944" 0 0 0 0 1 0
"945" 0 0 0 0 1 0
"946" 0 0 0 0 1 0
"947" 0 0 0 0 1 0
"948" 0 0 0 0 0 0
"949" 0 1 0 0 0 0
"950" 1 1 0 0 1 1
"951" 0 0 0 1 1 1
"952" 0 0 0 1 1 1
"953" 0 0 1 1 0 1
"954" 0 0 0 0 1 0
"955" 1 0 0 0 0 0
"956" 1 0 0 0 0 0
"957" 0 0 0 0 1 0
"958" 0 0 0 0 0 0
"959" 1 0 0 0 0 0
"960" 0 0 0 0 1 0
"961" 0 1 0 0 1 1
"962" 0 0 0 0 0 0
"963" 0 0 0 0 0 0
"964" 1 0 0 1 0 1
"965" 0 1 0 1 1 1
"966" 1 0 0 0 0 0
"967" 0 0 0 0 0 0
"968" 1 0 0 0 0 0
"969" 0 0 0 1 1 1
"970" 0 1 1 1 0 1
"971" 1 0 0 0 0 0
"972" 0 0 0 0 1 0
"973" 0 0 0 1 0 0
"974" 0 1 0 0 0 0
"975" 0 0 0 1 0 0
"976" 0 0 0 0 1 0
"977" 1 0 0 0 0 0
"978" 0 0 0 0 0 0
"979" 0 0 0 0 1 0
"980" 1 0 0 1 1 1
"981" 0 0 0 1 1 1
"982" 1 0 0 0 1 1
"983" 1 1 0 0 0 1
"984" 0 1 0 0 0 0
"985" 0 0 1 0 0 0
"986" 1 0 0 0 1 1
"987" 0 0 0 0 1 0
"988" 0 0 0 0 1 0
"989" 1 0 0 0 1 1
"990" 0 0 1 0 0 0
"991" 0 1 0 1 1 1
"992" 1 0 0 0 1 1
"993" 0 1 1 1 0 1
"994" 0 0 0 0 1 0
"995" 1 0 0 0 1 1
"996" 1 0 0 0 0 0
"997" 0 0 0 0 1 0
"998" 0 0 0 0 1 0
"999" 0 1 0 0 1 1
"1000" 0 1 0 0 0 0
"1001" 1 0 0 1 1 1
"1002" 0 0 0 0 1 0
"1003" 0 0 1 0 1 1
"1004" 1 1 0 0 0 1
"1005" 1 0 0 0 0 0
"1006" 1 0 0 0 0 0
"1007" 0 0 0 0 0 0
"1008" 0 0 0 1 1 1
"1009" 1 0 1 0 0 1
"1010" 0 1 0 0 0 0
"1011" 0 0 0 0 0 0
"1012" 0 1 0 1 1 1
"1013" 0 0 0 1 0 0
"1014" 1 0 0 0 0 0
"1015" 1 0 0 0 0 0
"1016" 0 0 0 0 0 0
"1017" 0 1 0 0 0 0
"1018" 0 0 0 1 1 1
"1019" 0 0 0 0 0 0
"1020" 0 1 0 0 0 0
"1021" 0 0 0 1 1 1
"1022" 0 0 0 1 1 1
"1023" 0 0 0 1 0 0
"1024" 0 0 0 0 1 0
"1025" 1 1 0 1 0 1
"1026" 0 0 0 1 0 0
"1027" 1 0 0 1 0 1
"1028" 1 0 0 0 0 0
"1029" 0 0 0 0 1 0
"1030" 1 0 0 0 1 1
"1031" 1 0 0 0 0 0
"1032" 0 0 0 0 1 0
"1033" 1 0 0 0 1 1
"1034" 1 0 0 0 1 1
"1035" 0 0 0 0 1 0
"1036" 0 1 1 0 1 1
"1037" 0 1 0 0 1 1
"1038" 1 0 0 1 0 1
"1039" 0 0 0 0 1 0
"1040" 0 0 0 0 1 0
"1041" 0 1 0 1 1 1
"1042" 0 0 0 0 1 0
"1043" 0 1 1 0 1 1
"1044" 1 1 0 0 1 1
"1045" 0 1 0 1 1 1
"1046" 1 0 0 1 1 1
"1047" 1 0 0 0 1 1
"1048" 1 0 0 1 1 1
"1049" 1 0 0 1 1 1
"1050" 1 1 0 0 0 1
"1051" 1 0 0 0 1 1
"1052" 0 0 0 1 0 0
"1053" 1 0 0 0 1 1
"1054" 0 0 1 0 0 0
"1055" 1 0 0 1 0 1
"1056" 0 0 1 1 1 1
"1057" 0 0 0 0 0 0
"1058" 1 0 0 0 1 1
"1059" 1 0 0 1 0 1
"1060" 0 0 0 1 1 1
"1061" 0 0 0 0 0 0
"1062" 1 0 0 1 1 1
"1063" 0 0 0 1 0 0
"1064" 0 0 0 1 0 0
"1065" 1 0 0 0 0 0
"1066" 0 0 0 0 1 0
"1067" 0 0 0 0 1 0
"1068" 0 0 0 0 1 0
"1069" 0 0 0 0 1 0
"1070" 0 1 0 1 0 1
"1071" 0 0 0 1 0 0
"1072" 1 1 0 0 1 1
"1073" 1 0 0 1 1 1
"1074" 1 0 0 0 0 0
"1075" 0 0 0 1 0 0
"1076" 0 1 0 0 0 0
"1077" 0 1 0 0 0 0
"1078" 1 0 0 0 0 0
"1079" 0 0 0 0 0 0
"1080" 1 0 0 0 1 1
"1081" 1 0 0 0 0 0
"1082" 1 0 0 0 1 1
"1083" 0 0 0 0 1 0
"1084" 1 1 0 0 0 1
"1085" 0 0 0 0 0 0
"1086" 0 0 0 0 0 0
"1087" 1 1 0 1 0 1
"1088" 0 0 0 0 0 0
"1089" 0 0 0 0 1 0
"1090" 0 0 0 1 1 1
"1091" 0 1 0 0 1 1
"1092" 1 1 1 0 0 1
"1093" 1 0 1 1 1 1
"1094" 0 0 0 0 1 0
"1095" 0 1 0 0 1 1
"1096" 0 0 0 0 1 0
"1097" 1 0 1 0 0 1
"1098" 1 0 0 0 0 0
"1099" 0 0 0 1 0 0
"1100" 0 0 0 0 1 0
"1101" 0 0 0 1 1 1
"1102" 0 0 0 0 1 0
"1103" 1 0 0 0 0 0
"1104" 0 0 0 0 0 0
"1105" 0 0 0 0 1 0
"1106" 0 0 0 0 0 0
"1107" 0 0 0 1 1 1
"1108" 0 0 0 0 0 0
"1109" 0 0 0 1 1 1
"1110" 0 0 0 0 0 0
"1111" 1 0 0 1 1 1
"1112" 0 0 0 1 1 1
"1113" 0 1 0 1 1 1
"1114" 0 0 0 0 0 0
"1115" 1 0 0 0 0 0
"1116" 0 1 0 1 0 1
"1117" 1 0 0 1 0 1
"1118" 1 0 0 0 0 0
"1119" 0 0 0 0 0 0
"1120" 1 1 0 0 0 1
"1121" 1 0 1 0 0 1
"1122" 1 0 0 1 0 1
"1123" 0 0 0 0 1 0
"1124" 0 0 0 1 1 1
"1125" 1 0 0 0 1 1
"1126" 0 1 0 0 0 0
"1127" 0 0 0 0 1 0
"1128" 0 1 0 1 0 1
"1129" 0 0 0 0 0 0
"1130" 0 0 0 1 1 1
"1131" 0 0 0 0 1 0
"1132" 0 1 0 0 0 0
"1133" 1 0 0 0 1 1
"1134" 0 0 0 0 1 0
"1135" 0 0 0 0 1 0
"1136" 0 1 0 0 1 1
"1137" 0 1 0 0 0 0
"1138" 0 1 0 0 0 0
"1139" 1 1 0 1 0 1
"1140" 1 1 1 1 0 1
"1141" 1 0 0 0 1 1
"1142" 0 0 0 0 1 0
"1143" 0 0 1 0 1 1
"1144" 0 0 0 0 0 0
"1145" 0 1 0 1 0 1
"1146" 0 1 0 1 1 1
"1147" 1 0 0 0 0 0
"1148" 1 0 0 0 1 1
"1149" 1 0 0 0 1 1
"1150" 1 0 0 0 1 1
"1151" 1 0 0 1 0 1
"1152" 1 0 1 1 0 1
"1153" 1 0 0 0 1 1
"1154" 0 0 1 0 1 1
"1155" 0 0 0 0 1 0
"1156" 0 0 0 1 1 1
"1157" 0 0 0 0 0 0
"1158" 1 0 0 0 0 0
"1159" 1 0 0 0 1 1
"1160" 1 0 0 0 0 0
"1161" 0 1 0 1 1 1
"1162" 0 0 0 0 0 0
"1163" 1 0 0 0 1 1
"1164" 0 0 0 0 1 0
"1165" 1 1 0 0 1 1
"1166" 1 0 0 1 1 1
"1167" 1 0 0 1 1 1
"1168" 1 0 0 0 0 0
"1169" 0 0 0 0 1 0
"1170" 0 0 1 0 0 0
"1171" 0 1 0 0 0 0
"1172" 1 0 0 0 0 0
"1173" 1 0 0 1 0 1
"1174" 0 0 0 0 0 0
"1175" 0 0 0 1 0 0
"1176" 1 0 0 0 1 1
"1177" 1 0 0 0 1 1
"1178" 0 0 0 0 0 0
"1179" 1 1 0 0 1 1
"1180" 1 0 0 0 1 1
"1181" 1 0 0 1 0 1
"1182" 1 0 0 0 0 0
"1183" 0 1 0 0 1 1
"1184" 1 0 0 0 1 1
"1185" 0 0 0 0 0 0
"1186" 1 0 0 1 1 1
"1187" 1 0 0 0 0 0
"1188" 1 0 0 0 1 1
"1189" 0 0 0 0 1 0
"1190" 0 0 0 0 0 0
"1191" 1 1 0 0 0 1
"1192" 0 0 0 0 0 0
"1193" 1 0 0 0 1 1
"1194" 0 0 0 0 0 0
"1195" 1 0 0 0 0 0
"1196" 0 1 0 0 1 1
"1197" 1 0 0 0 0 0
"1198" 0 0 0 0 1 0
"1199" 0 1 0 0 0 0
"1200" 0 0 0 0 0 0
"1201" 0 0 0 1 0 0
"1202" 0 0 0 0 1 0
"1203" 1 1 0 0 1 1
"1204" 0 0 1 0 0 0
"1205" 0 1 0 0 0 0
"1206" 0 0 0 1 1 1
"1207" 0 1 0 0 1 1
"1208" 0 0 0 0 0 0
"1209" 1 0 0 1 1 1
"1210" 0 1 0 0 1 1
"1211" 1 0 1 0 1 1
"1212" 1 0 0 0 1 1
"1213" 1 0 0 1 0 1
"1214" 0 1 0 0 1 1
"1215" 1 1 0 0 1 1
"1216" 1 0 0 0 0 0
"1217" 1 0 0 0 0 0
"1218" 1 0 0 0 0 0
"1219" 0 0 0 0 0 0
"1220" 0 0 0 1 1 1
"1221" 0 0 0 0 1 0
"1222" 0 1 0 1 0 1
"1223" 1 0 0 0 0 0
"1224" 1 0 0 0 0 0
"1225" 1 1 0 0 0 1
"1226" 1 0 0 1 1 1
"1227" 0 0 0 0 1 0
"1228" 1 0 0 0 0 0
"1229" 1 0 1 0 1 1
"1230" 1 0 0 0 0 0
"1231" 1 1 0 0 1 1
"1232" 1 0 0 0 1 1
"1233" 1 1 0 0 0 1
"1234" 0 0 0 0 0 0
"1235" 0 1 0 0 0 0
"1236" 0 0 0 0 0 0
"1237" 0 0 0 0 0 0
"1238" 0 1 0 0 0 0
"1239" 1 0 0 0 1 1
"1240" 0 0 0 0 0 0
"1241" 1 0 0 0 1 1
"1242" 1 0 1 1 1 1
"1243" 0 0 0 1 1 1
"1244" 0 1 0 0 1 1
"1245" 0 0 0 0 1 0
"1246" 1 1 0 1 1 1
"1247" 0 0 0 1 1 1
"1248" 0 0 0 0 0 0
"1249" 1 0 0 1 1 1
"1250" 1 0 0 1 0 1
"1251" 1 1 0 1 1 1
"1252" 0 0 0 0 0 0
"1253" 0 0 0 0 1 0
"1254" 0 0 0 0 0 0
"1255" 0 0 0 0 0 0
"1256" 0 1 0 0 1 1
"1257" 0 1 0 0 1 1
"1258" 0 0 0 0 0 0
"1259" 1 1 0 0 1 1
"1260" 1 0 0 0 1 1
"1261" 0 1 0 0 1 1
"1262" 0 0 1 0 1 1
"1263" 0 1 0 0 0 0
"1264" 0 0 0 0 0 0
"1265" 0 0 0 1 1 1
"1266" 0 0 0 1 0 0
"1267" 1 0 0 0 1 1
"1268" 0 0 0 0 1 0
"1269" 1 0 0 1 0 1
"1270" 0 1 1 1 1 1
"1271" 1 0 0 1 1 1
"1272" 0 0 0 1 0 0
"1273" 1 0 0 0 0 0
"1274" 1 1 0 0 0 1
"1275" 0 0 0 0 0 0
"1276" 0 0 0 1 1 1
"1277" 1 0 0 1 0 1
"1278" 0 0 0 1 1 1
"1279" 1 0 0 1 0 1
"1280" 0 0 0 0 0 0
"1281" 0 0 0 0 0 0
"1282" 0 0 0 0 1 0
"1283" 1 0 0 0 1 1
"1284" 0 0 0 1 0 0
"1285" 1 0 0 0 0 0
"1286" 0 0 0 0 0 0
"1287" 0 0 1 1 0 1
"1288" 0 0 0 1 1 1
"1289" 0 1 1 0 0 1
"1290" 0 0 0 0 0 0
"1291" 0 0 0 0 0 0
"1292" 0 0 0 0 0 0
"1293" 1 0 0 0 0 0
"1294" 0 0 0 0 0 0
"1295" 1 0 1 0 0 1
"1296" 0 0 0 1 1 1
"1297" 0 0 1 0 0 0
"1298" 0 0 0 1 1 1
"1299" 0 1 0 0 1 1
"1300" 0 0 1 0 1 1
"1301" 1 0 0 0 1 1
"1302" 1 0 0 0 1 1
"1303" 1 0 0 0 0 0
"1304" 1 0 0 0 1 1
"1305" 1 1 1 0 1 1
"1306" 0 0 0 0 0 0
"1307" 0 0 1 0 0 0
"1308" 0 0 0 0 0 0
"1309" 0 0 0 1 0 0
"1310" 0 0 0 0 0 0
"1311" 1 0 0 0 0 0
"1312" 0 0 0 0 1 0
"1313" 0 0 0 0 1 0
"1314" 1 0 0 0 1 1
"1315" 1 0 0 1 0 1
"1316" 0 1 0 0 0 0
"1317" 0 0 0 1 1 1
"1318" 0 0 0 1 1 1
"1319" 1 1 0 0 0 1
"1320" 0 1 0 0 1 1
"1321" 0 0 0 0 0 0
"1322" 0 0 1 1 0 1
"1323" 1 0 0 0 0 0
"1324" 1 1 0 0 0 1
"1325" 0 0 0 1 0 0
"1326" 1 0 0 0 0 0
"1327" 1 0 0 0 0 0
"1328" 0 1 0 0 1 1
"1329" 1 1 0 1 0 1
"1330" 0 1 0 0 1 1
"1331" 1 0 1 1 0 1
"1332" 0 0 0 0 1 0
"1333" 0 0 0 0 0 0
"1334" 0 0 1 0 0 0
"1335" 1 0 0 0 1 1
"1336" 0 0 1 0 1 1
"1337" 0 0 0 0 1 0
"1338" 0 1 0 0 1 1
"1339" 1 1 0 1 0 1
"1340" 0 0 0 0 0 0
"1341" 1 0 0 0 1 1
"1342" 0 1 0 1 1 1
"1343" 0 1 0 1 1 1
"1344" 0 0 0 0 0 0
"1345" 1 1 0 1 0 1
"1346" 0 0 1 0 1 1
"1347" 0 0 0 0 0 0
"1348" 0 0 0 0 0 0
"1349" 0 1 1 1 1 1
"1350" 1 1 0 0 1 1
"1351" 1 0 0 0 1 1
"1352" 0 1 0 0 1 1
"1353" 1 0 0 1 1 1
"1354" 0 0 0 0 0 0
"1355" 0 0 1 1 1 1
"1356" 0 0 0 1 1 1
"1357" 1 0 0 1 1 1
"1358" 0 0 0 0 1 0
"1359" 1 1 0 0 1 1
"1360" 1 0 0 0 1 1
"1361" 0 0 0 1 1 1
"1362" 0 1 0 1 1 1
"1363" 0 1 0 1 0 1
"1364" 0 0 0 0 1 0
"1365" 0 0 0 0 0 0
"1366" 1 1 0 0 1 1
"1367" 0 1 0 0 1 1
"1368" 1 0 0 1 0 1
"1369" 1 1 0 0 0 1
"1370" 1 0 0 0 1 1
"1371" 1 0 0 0 0 0
"1372" 0 0 0 0 0 0
"1373" 0 0 0 0 0 0
"1374" 0 0 0 0 1 0
"1375" 1 0 0 0 1 1
"1376" 0 0 0 0 0 0
"1377" 1 0 0 0 0 0
"1378" 1 0 0 0 0 0
"1379" 0 0 0 1 0 0
"1380" 0 0 0 0 0 0
"1381" 0 0 0 1 1 1
"1382" 1 1 0 0 0 1
"1383" 1 0 1 0 0 1
"1384" 1 0 0 1 0 1
"1385" 0 1 0 1 0 1
"1386" 0 0 0 1 1 1
"1387" 1 0 0 0 1 1
"1388" 1 0 0 0 1 1
"1389" 0 0 0 0 1 0
"1390" 1 1 0 1 1 1
"1391" 0 0 0 0 0 0
"1392" 1 1 0 0 1 1
"1393" 1 0 0 0 0 0
"1394" 0 1 0 0 0 0
"1395" 1 0 0 0 1 1
"1396" 0 1 0 0 0 0
"1397" 0 0 0 0 1 0
"1398" 0 0 0 0 0 0
"1399" 0 0 0 0 1 0
"1400" 0 1 0 1 1 1
"1401" 0 0 0 0 0 0
"1402" 1 1 0 1 0 1
"1403" 0 0 0 1 0 0
"1404" 1 0 0 0 1 1
"1405" 1 0 0 0 1 1
"1406" 0 0 1 1 0 1
"1407" 1 0 0 0 1 1
"1408" 0 0 1 0 1 1
"1409" 1 0 0 1 1 1
"1410" 0 0 0 0 1 0
"1411" 1 0 0 0 1 1
"1412" 0 0 0 0 1 0
"1413" 1 0 0 1 1 1
"1414" 0 0 0 0 1 0
"1415" 1 1 0 0 1 1
"1416" 0 0 0 1 1 1
"1417" 1 1 0 0 1 1
"1418" 1 1 0 0 0 1
"1419" 0 0 0 0 0 0
"1420" 0 0 0 0 1 0
"1421" 0 0 0 0 1 0
"1422" 1 0 0 0 0 0
"1423" 1 0 0 0 0 0
"1424" 0 0 0 0 0 0
"1425" 0 0 0 1 1 1
"1426" 1 0 0 0 0 0
"1427" 1 0 0 0 0 0
"1428" 0 0 0 1 1 1
"1429" 1 0 0 1 1 1
"1430" 0 0 1 0 0 0
"1431" 0 1 0 0 0 0
"1432" 1 0 0 1 0 1
"1433" 0 0 0 0 0 0
"1434" 0 0 0 0 0 0
"1435" 0 1 0 0 1 1
"1436" 0 1 0 1 0 1
"1437" 0 1 0 0 0 0
"1438" 0 0 0 1 0 0
"1439" 1 1 0 1 0 1
"1440" 0 1 0 1 1 1
"1441" 0 0 0 0 1 0
"1442" 1 1 0 0 0 1
"1443" 1 1 0 1 1 1
"1444" 0 1 0 0 1 1
"1445" 1 1 0 0 0 1
"1446" 1 1 0 1 0 1
"1447" 0 1 1 0 1 1
"1448" 0 1 0 1 1 1
"1449" 0 0 0 0 1 0
"1450" 0 0 0 0 1 0
"1451" 0 0 1 1 1 1
"1452" 0 0 0 0 1 0
"1453" 1 0 0 1 0 1
"1454" 0 0 0 0 0 0
"1455" 1 0 0 0 0 0
"1456" 0 0 0 0 1 0
"1457" 0 0 0 0 0 0
"1458" 0 0 0 0 1 0
"1459" 1 0 0 1 0 1
"1460" 0 0 0 1 0 0
"1461" 0 0 1 0 1 1
"1462" 0 0 0 1 1 1
"1463" 1 0 0 0 1 1
"1464" 0 1 0 0 0 0
"1465" 1 0 0 0 0 0
"1466" 0 0 0 0 0 0
"1467" 0 0 0 1 1 1
"1468" 0 0 1 0 0 0
"1469" 0 0 0 0 0 0
"1470" 0 0 0 1 1 1
"1471" 0 0 0 0 1 0
"1472" 1 0 0 0 0 0
"1473" 0 0 0 1 1 1
"1474" 0 0 0 0 0 0
"1475" 0 0 0 1 0 0
"1476" 1 1 0 1 0 1
"1477" 1 1 0 0 1 1
"1478" 0 0 0 0 1 0
"1479" 0 0 0 0 0 0
"1480" 0 0 0 0 1 0
"1481" 0 0 0 0 1 0
"1482" 0 0 0 0 0 0
"1483" 0 1 0 1 1 1
"1484" 0 0 0 0 0 0
"1485" 0 0 0 1 1 1
"1486" 0 0 0 1 0 0
"1487" 0 0 0 0 1 0
"1488" 0 1 0 0 1 1
"1489" 0 0 0 1 1 1
"1490" 1 1 0 0 0 1
"1491" 1 1 0 1 0 1
"1492" 0 0 0 0 0 0
"1493" 0 0 0 0 0 0
"1494" 1 0 0 1 0 1
"1495" 1 0 0 0 1 1
"1496" 0 0 0 0 0 0
"1497" 1 0 0 1 0 1
"1498" 0 0 0 0 0 0
"1499" 0 1 0 1 0 1
"1500" 1 0 0 0 0 0
"1501" 1 1 0 0 1 1
"1502" 0 0 0 0 1 0
"1503" 1 1 0 0 0 1
"1504" 0 0 0 0 1 0
"1505" 1 1 0 0 0 1
"1506" 0 0 0 1 1 1
"1507" 1 0 0 0 0 0
"1508" 0 0 0 0 0 0
"1509" 1 0 0 0 0 0
"1510" 0 0 0 0 1 0
"1511" 0 1 0 0 0 0
"1512" 0 1 0 0 1 1
"1513" 0 0 1 0 0 0
"1514" 0 0 0 1 0 0
"1515" 1 0 0 0 0 0
"1516" 1 1 0 0 1 1
"1517" 0 0 0 1 1 1
"1518" 0 0 0 0 1 0
"1519" 1 1 0 0 1 1
"1520" 1 0 0 0 0 0
"1521" 0 0 0 0 0 0
"1522" 0 0 0 1 0 0
"1523" 0 0 0 1 0 0
"1524" 1 1 0 0 1 1
"1525" 1 0 1 1 1 1
"1526" 0 0 0 1 0 0
"1527" 1 0 0 1 0 1
"1528" 1 0 0 1 0 1
"1529" 0 0 0 0 1 0
"1530" 0 0 0 1 1 1
"1531" 1 0 0 0 1 1
"1532" 1 0 0 1 1 1
"1533" 0 1 0 0 1 1
"1534" 0 0 0 0 1 0
"1535" 0 1 0 0 1 1
"1536" 0 0 0 0 0 0
"1537" 0 1 0 0 0 0
"1538" 0 0 1 1 0 1
"1539" 0 1 0 1 1 1
"1540" 0 0 1 1 0 1
"1541" 0 1 0 0 1 1
"1542" 1 0 0 0 1 1
"1543" 0 0 0 1 0 0
"1544" 1 1 0 1 1 1
"1545" 0 1 0 1 1 1
"1546" 0 1 0 0 0 0
"1547" 0 0 0 0 1 0
"1548" 1 0 0 0 1 1
"1549" 0 0 0 0 0 0
"1550" 1 0 0 0 0 0
"1551" 0 0 0 1 1 1
"1552" 1 0 0 0 0 0
"1553" 0 0 0 0 0 0
"1554" 0 0 1 0 1 1
"1555" 0 1 0 1 0 1
"1556" 1 0 0 1 1 1
"1557" 0 1 0 1 0 1
"1558" 1 0 0 1 1 1
"1559" 1 0 0 1 1 1
"1560" 1 0 0 0 1 1
"1561" 0 0 0 0 0 0
"1562" 0 0 0 0 0 0
"1563" 1 0 0 0 1 1
"1564" 1 0 0 1 1 1
"1565" 1 0 0 0 1 1
"1566" 0 0 0 1 1 1
"1567" 1 1 0 0 0 1
"1568" 0 0 0 1 1 1
"1569" 1 0 0 0 0 0
"1570" 0 0 0 0 0 0
"1571" 1 0 0 1 1 1
"1572" 1 1 0 1 1 1
"1573" 0 0 1 1 1 1
"1574" 1 0 0 0 0 0
"1575" 1 0 0 0 1 1
"1576" 0 0 0 0 1 0
"1577" 1 0 0 1 0 1
"1578" 1 0 0 0 0 0
"1579" 0 0 0 1 1 1
"1580" 1 0 0 1 1 1
"1581" 0 0 0 1 1 1
"1582" 0 0 0 0 0 0
"1583" 0 0 0 0 1 0
"1584" 1 0 0 0 0 0
"1585" 1 0 0 1 0 1
"1586" 1 0 0 0 1 1
"1587" 0 0 0 1 0 0
"1588" 1 0 0 1 1 1
"1589" 0 0 0 0 0 0
"1590" 1 0 0 0 0 0
"1591" 0 0 0 0 1 0
"1592" 0 0 1 0 1 1
"1593" 0 0 0 0 1 0
"1594" 0 0 0 0 1 0
"1595" 0 1 0 0 1 1
"1596" 0 0 0 0 1 0
"1597" 0 1 0 1 1 1
"1598" 1 0 0 0 1 1
"1599" 0 0 0 0 1 0
"1600" 0 0 0 0 1 0
"1601" 0 0 0 0 0 0
"1602" 1 0 1 0 0 1
"1603" 0 0 0 1 0 0
"1604" 0 0 0 0 0 0
"1605" 1 1 0 0 0 1
"1606" 0 0 0 1 1 1
"1607" 1 1 0 0 1 1
"1608" 1 0 0 1 0 1
"1609" 0 0 0 0 0 0
"1610" 0 0 0 0 0 0
"1611" 0 1 0 0 0 0
"1612" 1 0 0 0 0 0
"1613" 0 0 0 1 1 1
"1614" 0 0 0 1 1 1
"1615" 1 0 1 1 1 1
"1616" 1 1 0 1 0 1
"1617" 0 0 0 0 1 0
"1618" 0 0 0 0 0 0
"1619" 1 1 1 1 1 1
"1620" 1 0 0 0 0 0
"1621" 1 0 0 0 1 1
"1622" 0 0 0 0 1 0
"1623" 0 1 0 0 1 1
"1624" 0 0 0 1 0 0
"1625" 0 1 0 1 0 1
"1626" 0 1 0 0 0 0
"1627" 1 0 0 0 1 1
"1628" 1 1 0 0 0 1
"1629" 1 0 1 0 1 1
"1630" 0 0 0 0 1 0
"1631" 0 0 0 0 1 0
"1632" 1 0 0 0 1 1
"1633" 0 0 0 0 1 0
"1634" 1 0 0 0 1 1
"1635" 1 1 0 1 1 1
"1636" 0 0 0 0 0 0
"1637" 0 0 0 1 1 1
"1638" 0 0 0 0 1 0
"1639" 0 0 0 0 1 0
"1640" 0 0 1 1 1 1
"1641" 1 0 0 0 0 0
"1642" 1 0 0 0 1 1
"1643" 1 0 1 0 1 1
"1644" 0 0 0 0 1 0
"1645" 0 0 0 0 1 0
"1646" 0 0 0 0 1 0
"1647" 1 1 0 0 1 1
"1648" 0 0 0 0 1 0
"1649" 0 0 0 0 1 0
"1650" 0 0 0 0 0 0
"1651" 1 0 0 0 1 1
"1652" 0 0 0 0 1 0
"1653" 0 0 0 0 1 0
"1654" 0 0 0 1 0 0
"1655" 0 1 0 0 0 0
"1656" 0 0 0 0 0 0
"1657" 0 0 0 0 0 0
"1658" 1 0 0 0 1 1
"1659" 1 0 1 1 1 1
"1660" 1 0 0 1 1 1
"1661" 1 1 0 0 0 1
"1662" 1 1 0 0 0 1
"1663" 1 1 0 0 0 1
"1664" 1 1 0 1 0 1
"1665" 0 0 0 0 0 0
"1666" 0 1 0 1 0 1
"1667" 0 0 0 1 0 0
"1668" 1 0 0 0 0 0
"1669" 1 0 0 1 0 1
"1670" 1 0 1 0 1 1
"1671" 0 0 0 0 1 0
"1672" 0 0 0 0 0 0
"1673" 0 1 0 0 0 0
"1674" 1 1 0 1 0 1
"1675" 0 0 1 1 1 1
"1676" 0 0 0 1 0 0
"1677" 1 0 0 0 0 0
"1678" 1 0 0 0 1 1
"1679" 0 1 0 0 1 1
"1680" 1 0 0 0 1 1
"1681" 0 0 0 0 1 0
"1682" 1 0 0 1 1 1
"1683" 1 0 0 0 0 0
"1684" 1 0 0 0 0 0
"1685" 1 0 0 1 1 1
"1686" 0 0 0 0 1 0
"1687" 1 0 0 0 1 1
"1688" 0 0 0 0 0 0
"1689" 0 0 0 1 1 1
"1690" 0 0 0 1 1 1
"1691" 0 0 0 0 0 0
"1692" 1 0 1 0 0 1
"1693" 1 0 0 1 0 1
"1694" 0 0 0 1 1 1
"1695" 1 0 0 0 1 1
"1696" 0 0 0 0 0 0
"1697" 1 1 0 0 1 1
"1698" 0 0 0 1 1 1
"1699" 0 1 0 0 0 0
"1700" 0 0 1 1 0 1
